

*******************************************************************************
Ephemeris / WWW_USER Tue Apr 14 10:13:30 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 01:58:33.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:54:22.0000 TDB
Step-size       : 15 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260413.p260710
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-APR-13. PREDICTS-> 2026-JUL-09
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461133.676076389, A.D. 2026-Apr-03 04:13:33.0000, -4.839374033374017E+04, -4.707092474209588E+04, -4.900474475484192E+03, -1.392607834886456E+00, -2.833960368764868E+00, -2.680356135783486E-01,
2461133.686493055, A.D. 2026-Apr-03 04:28:33.0000, -4.962265715023615E+04, -4.959750256061424E+04, -5.139213140241169E+03, -1.339125725351360E+00, -2.781213723790935E+00, -2.625568985642970E-01,
2461133.696909722, A.D. 2026-Apr-03 04:43:33.0000, -5.080551821800532E+04, -5.207805758206396E+04, -5.373182317835799E+03, -1.290153205614617E+00, -2.731629338213309E+00, -2.574298316787790E-01,
2461133.707326389, A.D. 2026-Apr-03 04:58:33.0000, -5.194610727247730E+04, -5.451528650489081E+04, -5.602680783541011E+03, -1.245098571656278E+00, -2.684883558090332E+00, -2.526161068082592E-01,
2461133.717743055, A.D. 2026-Apr-03 05:13:33.0000, -5.304772336558019E+04, -5.691161555387359E+04, -5.827975475009815E+03, -1.203472337091116E+00, -2.640697570393575E+00, -2.480830851801180E-01,
2461133.728159722, A.D. 2026-Apr-03 05:28:33.0000, -5.411326273312952E+04, -5.926923728307175E+04, -6.049306107648848E+03, -1.164865750577006E+00, -2.598829786475048E+00, -2.438027594111161E-01,
2461133.738576389, A.D. 2026-Apr-03 05:43:33.0000, -5.514528381754895E+04, -6.159014122481673E+04, -6.266888962083638E+03, -1.128934558286927E+00, -2.559069721684851E+00, -2.397509392833513E-01,
2461133.748993055, A.D. 2026-Apr-03 05:58:33.0000, -5.614605947681933E+04, -6.387613957813472E+04, -6.480920017866796E+03, -1.095386567812262E+00, -2.521233044901887E+00, -2.359066055761970E-01,
2461133.759409722, A.D. 2026-Apr-03 06:13:33.0000, -5.711761932214987E+04, -6.612888887210429E+04, -6.691577566081050E+03, -1.063972008548643E+00, -2.485157548069755E+00, -2.322513926205612E-01,
2461133.769826389, A.D. 2026-Apr-03 06:28:33.0000, -5.806178436314488E+04, -6.834990834195334E+04, -6.899024402930394E+03, -1.034475977275354E+00, -2.450699843646798E+00, -2.287691704326943E-01,
2461133.780243055, A.D. 2026-Apr-03 06:43:33.0000, -5.898019559469316E+04, -7.054059560312345E+04, -7.103409683627542E+03, -1.006712457897342E+00, -2.417732641545066E+00, -2.254457045941956E-01,
2461133.790659722, A.D. 2026-Apr-03 06:58:33.0000, -5.987433776694558E+04, -7.270224009264071E+04, -7.304870498948188E+03, -9.805195432912842E-01, -2.386142490668597E+00, -2.222683773976153E-01,
2461133.801076389, A.D. 2026-Apr-03 07:13:33.0000, -6.074555928874183E+04, -7.483603464928691E+04, -7.503533223246908E+03, -9.557555845369728E-01, -2.355827894475431E+00, -2.192259575943650E-01,
2461133.811493055, A.D. 2026-Apr-03 07:28:33.0000, -6.159508900511127E+04, -7.694308554224829E+04, -7.699514673691941E+03, -9.322960630261307E-01, -2.326697730706296E+00, -2.163084091122155E-01,
2461133.821909722, A.D. 2026-Apr-03 07:43:33.0000, -6.242405042475373E+04, -7.902442119115462E+04, -7.892923111814394E+03, -9.100310306930732E-01, -2.298669918675611E+00, -2.135067311268384E-01,
2461133.832326389, A.D. 2026-Apr-03 07:58:33.0000, -6.323347385431758E+04, -8.108099978154511E+04, -8.083859113012091E+03, -8.888630008207673E-01, -2.271670290064052E+00, -2.108128236192058E-01,
2461133.842743055, A.D. 2026-Apr-03 08:13:33.0000, -6.402430680235537E+04, -8.311371594194118E+04, -8.272416324727481E+03, -8.687051988644753E-01, -2.245631627524717E+00, -2.082193737389620E-01,
2461133.853159722, A.D. 2026-Apr-03 08:28:33.0000, -6.479742294407088E+04, -8.512340662023092E+04, -8.458682130298363E+03, -8.494801030886354E-01, -2.220492842493960E+00, -2.057197592744311E-01,
2461133.863576389, A.D. 2026-Apr-03 08:43:33.0000, -6.555362988198292E+04, -8.711085627386547E+04, -8.642738232492047E+03, -8.311182201028443E-01, -2.196198269047393E+00, -2.033079662598570E-01,
2461133.873993055, A.D. 2026-Apr-03 08:58:33.0000, -6.629367589368162E+04, -8.907680146953784E+04, -8.824661168335238E+03, -8.135570520217522E-01, -2.172697054951348E+00, -2.009785183356183E-01,
2461133.884409722, A.D. 2026-Apr-03 09:13:33.0000, -6.701825582309347E+04, -9.102193497265599E+04, -9.004522764916452E+03, -7.967402208935164E-01, -2.149942634500081E+00, -1.987264159248067E-01,
2461133.894826389, A.D. 2026-Apr-03 09:28:33.0000, -6.772801624398827E+04, -9.294690939433209E+04, -9.182390544262842E+03, -7.806167229441100E-01, -2.127892270467748E+00, -1.965470836527801E-01,
2461133.905243055, A.D. 2026-Apr-03 09:43:33.0000, -6.842356000226962E+04, -9.485234045323584E+04, -9.358328084109860E+03, -7.651402905534084E-01, -2.106506654715106E+00, -1.944363247164403E-01,
2461133.915659722, A.D. 2026-Apr-03 09:58:33.0000, -6.910545022568686E+04, -9.673880990107518E+04, -9.532395340325340E+03, -7.502688440929265E-01, -2.085749558770505E+00, -1.923902811423687E-01,
2461133.926076389, A.D. 2026-Apr-03 10:13:33.0000, -6.977421387507982E+04, -9.860686815332854E+04, -9.704648935879457E+03, -7.359640190883661E-01, -2.065587527153864E+00, -1.904053990526527E-01,
2461133.936493055, A.D. 2026-Apr-03 10:28:33.0000, -7.043034489941520E+04, -1.004570366608936E+05, -9.875142420529402E+03, -7.221907567999644E-01, -2.045989607388285E+00, -1.884783982093673E-01,
2461133.946909722, A.D. 2026-Apr-03 10:43:33.0000, -7.107430704714764E+04, -1.022898100533185E+05, -1.004392650478503E+04, -7.089169484421473E-01, -2.026927111618022E+00, -1.866062452244445E-01,
2461133.957326389, A.D. 2026-Apr-03 10:58:33.0000, -7.170653637842624E+04, -1.041056580800765E+05, -1.021104927121880E+04, -6.961131249485273E-01, -2.008373405540516E+00, -1.847861299248087E-01,
2461133.967743055, A.D. 2026-Apr-03 11:13:33.0000, -7.232744351602189E+04, -1.059050273727872E+05, -1.037655636575965E+04, -6.837521855702671E-01, -1.990303721023922E+00, -1.830154444418236E-01,
2461133.978159722, A.D. 2026-Apr-03 11:28:33.0000, -7.293741566733034E+04, -1.076883430482766E+05, -1.054049117125379E+04, -6.718091597037503E-01, -1.972694989321179E+00, -1.812917646589365E-01,
2461133.988576389, A.D. 2026-Apr-03 11:43:33.0000, -7.353681844518521E+04, -1.094560101697979E+05, -1.070289496527228E+04, -6.602609972575649E-01, -1.955525692254868E+00, -1.796128337095483E-01,
2461133.998993055, A.D. 2026-Apr-03 11:58:33.0000, -7.412599751133975E+04, -1.112084150815474E+05, -1.086380706388915E+04, -6.490863836145981E-01, -1.938775729119480E+00, -1.779765472616505E-01,
2461134.009409722, A.D. 2026-Apr-03 12:13:33.0000, -7.470528006321315E+04, -1.129459266297315E+05, -1.102326495293385E+04, -6.382655758592202E-01, -1.922426297370046E+00, -1.763809403642821E-01,
2461134.019826389, A.D. 2026-Apr-03 12:28:33.0000, -7.527497618173392E+04, -1.146688972818254E+05, -1.118130440803466E+04, -6.277802574436138E-01, -1.906459785439184E+00, -1.748241756623824E-01,
2461134.030243055, A.D. 2026-Apr-03 12:43:33.0000, -7.583538005577114E+04, -1.163776641542780E+05, -1.133795960460854E+04, -6.176134089039942E-01, -1.890859676242741E+00, -1.733045328147259E-01,
2461134.040659722, A.D. 2026-Apr-03 12:58:33.0000, -7.638677109664716E+04, -1.180725499577100E+05, -1.149326321881459E+04, -6.077491925669125E-01, -1.875610460134814E+00, -1.718203989722925E-01,
2461134.051076389, A.D. 2026-Apr-03 13:13:33.0000, -7.692941495452102E+04, -1.197538638676156E+05, -1.164724652036685E+04, -5.981728495055857E-01, -1.860697556234928E+00, -1.703702601925953E-01,
2461134.061493055, A.D. 2026-Apr-03 13:28:33.0000, -7.746356444696832E+04, -1.214219023276662E+05, -1.179993945800177E+04, -5.888706072345714E-01, -1.846107241186180E+00, -1.689526936830162E-01,
2461134.071909722, A.D. 2026-Apr-03 13:43:33.0000, -7.798946040882767E+04, -1.230769497919321E+05, -1.195137073830107E+04, -5.798295968507950E-01, -1.831826584526882E+00, -1.675663607793746E-01,
2461134.082326389, A.D. 2026-Apr-03 13:58:33.0000, -7.850733247129885E+04, -1.247192794116410E+05, -1.210156789849677E+04, -5.710377785007293E-01, -1.817843389960309E+00, -1.662100005800875E-01,
2461134.092743055, A.D. 2026-Apr-03 14:13:33.0000, -7.901739977734040E+04, -1.263491536714955E+05, -1.225055737381290E+04, -5.624838742061968E-01, -1.804146141891821E+00, -1.648824241617473E-01,
2461134.103159722, A.D. 2026-Apr-03 14:28:33.0000, -7.951987163960097E+04, -1.279668249800350E+05, -1.239836455984129E+04, -5.541573072058605E-01, -1.790723956685304E+00, -1.635825093168972E-01,
2461134.113576389, A.D. 2026-Apr-03 14:43:33.0000, -8.001494814641321E+04, -1.295725362180668E+05, -1.254501387039370E+04, -5.460481470817306E-01, -1.777566538148406E+00, -1.623091957566332E-01,
2461134.123993055, A.D. 2026-Apr-03 14:58:33.0000, -8.050282072076006E+04, -1.311665212487741E+05, -1.269052879122915E+04, -5.381470600298351E-01, -1.764664136820141E+00, -1.610614807327017E-01,
2461134.134409722, A.D. 2026-Apr-03 15:13:33.0000, -8.098367263658857E+04, -1.327490053927513E+05, -1.283493193001125E+04, -5.304452637162637E-01, -1.752007512682530E+00, -1.598384150323954E-01,
2461134.144826389, A.D. 2026-Apr-03 15:28:33.0000, -8.145767318893794E+04, -1.343202113674583E+05, -1.297824010498137E+04, -5.237178111447138E-01, -1.738905268232928E+00, -1.592548067744239E-01,
2461134.155243055, A.D. 2026-Apr-03 15:43:33.0000, -8.192413858693927E+04, -1.358810782330672E+05, -1.311979111937547E+04, -5.155814201163749E-01, -1.727401905676589E+00, -1.574249435383143E-01,
2461134.165659722, A.D. 2026-Apr-03 15:58:33.0000, -8.238493299094911E+04, -1.374303351160132E+05, -1.326095430242321E+04, -5.084323767734540E-01, -1.715429497794127E+00, -1.562726856786034E-01,
2461134.176076389, A.D. 2026-Apr-03 16:13:33.0000, -8.283936749962946E+04, -1.389689153346900E+05, -1.340108832288101E+04, -5.014496790106936E-01, -1.703672592370203E+00, -1.551397399064816E-01,
2461134.186493055, A.D. 2026-Apr-03 16:28:33.0000, -8.328759110953340E+04, -1.404970076127440E+05, -1.354021201050307E+04, -4.946293142282692E-01, -1.692121799857661E+00, -1.540273828137511E-01,
2461134.196909722, A.D. 2026-Apr-03 16:43:33.0000, -8.372974709597259E+04, -1.420147943612828E+05, -1.367834357961051E+04, -4.879650628527673E-01, -1.680770307508631E+00, -1.529349190479686E-01,
2461134.207326389, A.D. 2026-Apr-03 16:58:33.0000, -8.416597328651811E+04, -1.435224520055325E+05, -1.381550063387225E+04, -4.814510345442256E-01, -1.669611622757360E+00, -1.518616866008157E-01,
2461134.217743055, A.D. 2026-Apr-03 17:13:33.0000, -8.459640234727391E+04, -1.450201512641703E+05, -1.395170019537805E+04, -4.750816462022453E-01, -1.658639553843077E+00, -1.508070547528308E-01,
2461134.228159722, A.D. 2026-Apr-03 17:28:33.0000, -8.502116205016224E+04, -1.465080574118691E+05, -1.408695873193173E+04, -4.688516017341821E-01, -1.647848191860863E+00, -1.497704221729622E-01,
2461134.238576389, A.D. 2026-Apr-03 17:43:33.0000, -8.544027249177116E+04, -1.479863484326043E+05, -1.422137541284670E+04, -4.627538593939095E-01, -1.637222577236762E+00, -1.487478397721002E-01,
2461134.248993055, A.D. 2026-Apr-03 17:58:33.0000, -8.585405649791654E+04, -1.494551347302254E+05, -1.435479612559266E+04, -4.567883275893340E-01, -1.626778260057627E+00, -1.477457145965190E-01,
2461134.259409722, A.D. 2026-Apr-03 18:13:33.0000, -8.626252795392569E+04, -1.509145950165329E+05, -1.448732227499266E+04, -4.509465789431247E-01, -1.616494148813187E+00, -1.467595527559695E-01,
2461134.269826389, A.D. 2026-Apr-03 18:28:33.0000, -8.666579679751609E+04, -1.523648729855573E+05, -1.461896815979381E+04, -4.452261155205683E-01, -1.606371782076383E+00, -1.457894418911309E-01,
2461134.280243055, A.D. 2026-Apr-03 18:43:33.0000, -8.706396993312055E+04, -1.538061106950617E+05, -1.474974788437710E+04, -4.396221697332163E-01, -1.596404110948194E+00, -1.448346922455732E-01,
2461134.290659722, A.D. 2026-Apr-03 18:58:33.0000, -8.745715049481725E+04, -1.552384454850096E+05, -1.487967508117450E+04, -4.341308693127841E-01, -1.586586778574970E+00, -1.438948610420530E-01,
2461134.301076389, A.D. 2026-Apr-03 19:13:33.0000, -8.784543816905802E+04, -1.566620106959183E+05, -1.500876297806845E+04, -4.287484785432513E-01, -1.576915450206350E+00, -1.429695098350732E-01,
2461134.311493055, A.D. 2026-Apr-03 19:28:33.0000, -8.822892935840339E+04, -1.580769358478912E+05, -1.513702441667415E+04, -4.234714338700489E-01, -1.567385969156978E+00, -1.420582185282785E-01,
2461134.321909722, A.D. 2026-Apr-03 19:43:33.0000, -8.860771733189933E+04, -1.594833467965822E+05, -1.526447186840495E+04, -4.182963338717752E-01, -1.557994347369356E+00, -1.411605843876000E-01,
2461134.332326389, A.D. 2026-Apr-03 19:58:33.0000, -8.898189236674947E+04, -1.608813658809406E+05, -1.539111744967660E+04, -4.132199299319978E-01, -1.548736756578958E+00, -1.402762211151314E-01,
2461134.342743055, A.D. 2026-Apr-03 20:13:33.0000, -8.935154188188800E+04, -1.622711120632650E+05, -1.551697293630790E+04, -4.082391175615834E-01, -1.539609520048608E+00, -1.394047579869441E-01,
2461134.353159722, A.D. 2026-Apr-03 20:28:33.0000, -8.971675056401221E+04, -1.636527010620545E+05, -1.564204977716833E+04, -4.033509283118116E-01, -1.530609104822347E+00, -1.385458390426877E-01,
2461134.363576389, A.D. 2026-Apr-03 20:43:33.0000, -9.007760048658750E+04, -1.650262454781079E+05, -1.576635910712117E+04, -3.985525222362432E-01, -1.521732114460771E+00, -1.376991223291769E-01,
2461134.373993055, A.D. 2026-Apr-03 20:58:33.0000, -9.043417122229753E+04, -1.663918549142901E+05, -1.588991175930672E+04, -3.938411808557197E-01, -1.512975282227996E+00, -1.368642791890877E-01,
2461134.384409722, A.D. 2026-Apr-03 21:13:33.0000, -9.078653994937467E+04, -1.677496360893540E+05, -1.601271827680581E+04, -3.892143005883698E-01, -1.504335464688811E+00, -1.360409935958342E-01,
2461134.394826389, A.D. 2026-Apr-03 21:28:33.0000, -9.113478155221256E+04, -1.690996929461769E+05, -1.613478892372261E+04, -3.846693866070009E-01, -1.495809635693324E+00, -1.352289615270275E-01,
2461134.405243055, A.D. 2026-Apr-03 21:43:33.0000, -9.147896871663198E+04, -1.704421267547462E+05, -1.625613369572158E+04, -3.802040470947868E-01, -1.487394880721479E+00, -1.344278903768678E-01,
2461134.415659722, A.D. 2026-Apr-03 21:58:33.0000, -9.181917202014256E+04, -1.717770362102056E+05, -1.637676233005100E+04, -3.758159878656264E-01, -1.479088391557928E+00, -1.336374984041091E-01,
2461134.426076389, A.D. 2026-Apr-03 22:13:33.0000, -9.215546001751799E+04, -1.731045175262503E+05, -1.649668431508417E+04, -3.715030073237741E-01, -1.470887461277621E+00, -1.328575142102923E-01,
2461134.436493055, A.D. 2026-Apr-03 22:28:33.0000, -9.248789932197840E+04, -1.744246645241415E+05, -1.661590889940647E+04, -3.672629917386914E-01, -1.462789479520352E+00, -1.320876762525151E-01,
2461134.446909722, A.D. 2026-Apr-03 22:43:33.0000, -9.281655468225198E+04, -1.757375687175898E+05, -1.673444510047466E+04, -3.630939108096634E-01, -1.454791928035057E+00, -1.313277323798208E-01,
2461134.457326389, A.D. 2026-Apr-03 22:58:33.0000, -9.314148905576929E+04, -1.770433193937428E+05, -1.685230171287241E+04, -3.589938135031666E-01, -1.446892376474066E+00, -1.305774393994730E-01,
2461134.467743055, A.D. 2026-Apr-03 23:13:33.0000, -9.346276367822364E+04, -1.783420036904942E+05, -1.696948731618607E+04, -3.549608241380596E-01, -1.439088478422102E+00, -1.298365626657434E-01,
2461134.478159722, A.D. 2026-Apr-03 23:28:33.0000, -9.378043812971651E+04, -1.796337066703191E+05, -1.708601028252123E+04, -3.509931387079095E-01, -1.431377967645913E+00, -1.291048756931122E-01,
2461134.488576389, A.D. 2026-Apr-03 23:43:33.0000, -9.409457039769051E+04, -1.809185113908268E+05, -1.720187878368032E+04, -3.470890214174495E-01, -1.423758654545763E+00, -1.283821597901085E-01,
2461134.498993055, A.D. 2026-Apr-03 23:58:33.0000, -9.440521693683813E+04, -1.821964989722074E+05, -1.731710079801990E+04, -3.432468014230354E-01, -1.416228422801982E+00, -1.276682037124596E-01,
2461134.509409722, A.D. 2026-Apr-04 00:13:33.0000, -9.471243272616243E+04, -1.834677486617417E+05, -1.743168411700549E+04, -3.394648697619659E-01, -1.408785226198747E+00, -1.269628033372482E-01,
2461134.519826389, A.D. 2026-Apr-04 00:28:33.0000, -9.501627132335355E+04, -1.847323378955285E+05, -1.754563635147914E+04, -3.357416764551060E-01, -1.401427085615357E+00, -1.262657613526049E-01,
2461134.530243055, A.D. 2026-Apr-04 00:43:33.0000, -9.531678491663359E+04, -1.859903423575780E+05, -1.765896493765664E+04, -3.320757277769539E-01, -1.394152086179174E+00, -1.255768869639708E-01,
2461134.540659722, A.D. 2026-Apr-04 00:58:33.0000, -9.561402437421268E+04, -1.872418360364067E+05, -1.777167714286720E+04, -3.284655836753143E-01, -1.386958374561679E+00, -1.248959956175085E-01,
2461134.551076389, A.D. 2026-Apr-04 01:13:33.0000, -9.590803929148927E+04, -1.884868912792648E+05, -1.788378007105023E+04, -3.249098553379954E-01, -1.379844156416133E+00, -1.242229087356001E-01,
2461134.561493055, A.D. 2026-Apr-04 01:28:33.0000, -9.619887803612016E+04, -1.897255788441159E+05, -1.799528066802099E+04, -3.214072028891699E-01, -1.372807693945918E+00, -1.235574534686762E-01,
2461134.571909722, A.D. 2026-Apr-04 01:43:33.0000, -9.648658779107528E+04, -1.909579679494827E+05, -1.810618572651752E+04, -3.179563332147124E-01, -1.365847303593984E+00, -1.228994624562320E-01,
2461134.582326389, A.D. 2026-Apr-04 01:58:33.0000, -9.677121459578795E+04, -1.921841263222678E+05, -1.821650189103962E+04, -3.145559979025246E-01, -1.358961353849390E+00, -1.222487736036432E-01,
2461134.592743055, A.D. 2026-Apr-04 02:13:33.0000, -9.705280338550181E+04, -1.934041202436479E+05, -1.832623566249068E+04, -3.112049912936568E-01, -1.352148263159364E+00, -1.216052298677762E-01,
2461134.603159722, A.D. 2026-Apr-04 02:28:33.0000, -9.733139802891045E+04, -1.946180145931376E+05, -1.843539340263167E+04, -3.079021486363911E-01, -1.345406497949196E+00, -1.209686790537483E-01,
2461134.613576389, A.D. 2026-Apr-04 02:43:33.0000, -9.760704136417998E+04, -1.958258728909117E+05, -1.854398133835742E+04, -3.046463443378190E-01, -1.338734570732423E+00, -1.203389736222263E-01,
2461134.623993055, A.D. 2026-Apr-04 02:58:33.0000, -9.787977523343868E+04, -1.970277573384703E+05, -1.865200556580309E+04, -3.014364903040678E-01, -1.332131038315657E+00, -1.197159705052381E-01,
2461134.634409722, A.D. 2026-Apr-04 03:13:33.0000, -9.814964051581245E+04, -1.982237288577268E+05, -1.875947205428898E+04, -2.982715343683541E-01, -1.325594500086818E+00, -1.190995309325900E-01,
2461134.644826389, A.D. 2026-Apr-04 03:28:33.0000, -9.841667715908127E+04, -1.994138471285915E+05, -1.886638665011300E+04, -2.951504587979693E-01, -1.319123596387305E+00, -1.184895202632735E-01,
2461134.655243055, A.D. 2026-Apr-04 03:43:33.0000, -9.868092421002686E+04, -2.005981706251249E+05, -1.897275508019545E+04, -2.920722788764104E-01, -1.312717006955536E+00, -1.178858078296621E-01,
2461134.665659722, A.D. 2026-Apr-04 03:58:33.0000, -9.894241984353548E+04, -2.017767566503242E+05, -1.907858295558613E+04, -2.890360415566180E-01, -1.306373449449144E+00, -1.172882667842094E-01,
2461134.676076389, A.D. 2026-Apr-04 04:13:33.0000, -9.920120139052098E+04, -2.029496613696077E+05, -1.918387577483692E+04, -2.860408241827345E-01, -1.300091678028779E+00, -1.166967739564033E-01,
2461134.686493055, A.D. 2026-Apr-04 04:28:33.0000, -9.945730536472313E+04, -2.041169398430582E+05, -1.928863892724922E+04, -2.830857332713545E-01, -1.293870482011142E+00, -1.161112097148054E-01,
2461134.696909722, A.D. 2026-Apr-04 04:43:33.0000, -9.971076748843903E+04, -2.052786460564777E+05, -1.939287769600013E+04, -2.801699033553690E-01, -1.287708684580696E+00, -1.155314578375976E-01,
2461134.707326389, A.D. 2026-Apr-04 04:58:33.0000, -9.996162271723752E+04, -2.064348329513116E+05, -1.949659726115286E+04, -2.772924958832302E-01, -1.281605141559492E+00, -1.149574053854087E-01,
2461134.717743055, A.D. 2026-Apr-04 05:13:33.0000, -1.002099052637070E+05, -2.075855524534897E+05, -1.959980270255789E+04, -2.744526981674637E-01, -1.275558740232512E+00, -1.143889425819896E-01,
2461134.728159722, A.D. 2026-Apr-04 05:28:33.0000, -1.004556486202812E+05, -2.087308555012331E+05, -1.970249900264849E+04, -2.716497223894306E-01, -1.269568398224066E+00, -1.138259627028729E-01,
2461134.738576389, A.D. 2026-Apr-04 05:43:33.0000, -1.006988855811881E+05, -2.098707920718730E+05, -1.980469104913618E+04, -2.688828046453263E-01, -1.263633062423118E+00, -1.132683619619718E-01,
2461134.748993055, A.D. 2026-Apr-04 05:58:33.0000, -1.009396482635627E+05, -2.110054112077227E+05, -1.990638363760957E+04, -2.661512040393565E-01, -1.257751707956190E+00, -1.127160394106702E-01,
2461134.759409722, A.D. 2026-Apr-04 06:13:33.0000, -1.011779681277616E+05, -2.121347610410454E+05, -2.000758147404218E+04, -2.634542018193380E-01, -1.251923337203318E+00, -1.121688968366076E-01,
2461134.769826389, A.D. 2026-Apr-04 06:28:33.0000, -1.014138759969178E+05, -2.132588888181562E+05, -2.010828917721196E+04, -2.607911005508391E-01, -1.246146978856549E+00, -1.116268386686285E-01,
2461134.780243055, A.D. 2026-Apr-04 06:43:33.0000, -1.016474020757695E+05, -2.143778409226944E+05, -2.020851128103654E+04, -2.581612233293967E-01, -1.240421687018982E+00, -1.110897718851234E-01,
2461134.790659722, A.D. 2026-Apr-04 06:58:33.0000, -1.018785759687964E+05, -2.154916628981007E+05, -2.030825223682901E+04, -2.555639130289148E-01, -1.234746540339781E+00, -1.105576059269514E-01,
2461134.801076389, A.D. 2026-Apr-04 07:13:33.0000, -1.021074266976942E+05, -2.166003994693351E+05, -2.040751641547536E+04, -2.529985315830683E-01, -1.229120641187946E+00, -1.100302526129329E-01,
2461134.811493055, A.D. 2026-Apr-04 07:28:33.0000, -1.023339827182177E+05, -2.177040945638634E+05, -2.050630810953921E+04, -2.504644592998153E-01, -1.223543114856369E+00, -1.095076260615690E-01,
2461134.821909722, A.D. 2026-Apr-04 07:43:33.0000, -1.025582719364196E+05, -2.188027913319457E+05, -2.060463153529512E+04, -2.479610942048790E-01, -1.218013108803134E+00, -1.089896426108984E-01,
2461134.832326389, A.D. 2026-Apr-04 07:58:33.0000, -1.027803217243131E+05, -2.198965321662524E+05, -2.070249083469443E+04, -2.454878514150923E-01, -1.212529791919346E+00, -1.084762207478578E-01,
2461134.842743055, A.D. 2026-Apr-04 08:13:33.0000, -1.030001589349815E+05, -2.209853587208384E+05, -2.079989007726617E+04, -2.430441625383238E-01, -1.207092353830523E+00, -1.079672810350890E-01,
2461134.853159722, A.D. 2026-Apr-04 08:28:33.0000, -1.032178099171603E+05, -2.220693119294973E+05, -2.089683326195534E+04, -2.406294751007048E-01, -1.201700004221620E+00, -1.074627460459636E-01,
2461134.863576389, A.D. 2026-Apr-04 08:43:33.0000, -1.034333005293144E+05, -2.231484320235240E+05, -2.099332431890166E+04, -2.382432519964620E-01, -1.196351972193823E+00, -1.069625402956644E-01,
2461134.873993055, A.D. 2026-Apr-04 08:58:33.0000, -1.036466561532315E+05, -2.242227585489069E+05, -2.108936711116038E+04, -2.358849709625777E-01, -1.191047505641276E+00, -1.064665901821978E-01,
2461134.884409722, A.D. 2026-Apr-04 09:13:33.0000, -1.038579017071525E+05, -2.252923303829731E+05, -2.118496543636866E+04, -2.335541240760459E-01, -1.185785870658095E+00, -1.059748239243429E-01,
2461134.894826389, A.D. 2026-Apr-04 09:28:33.0000, -1.040670528929657E+05, -2.263571711001651E+05, -2.128012215270956E+04, -2.303751504729976E-01, -1.179103795466313E+00, -1.053997570856202E-01,
2461134.905243055, A.D. 2026-Apr-04 09:43:33.0000, -1.042717092574015E+05, -2.274132714561424E+05, -2.137461282082011E+04, -2.287876772988668E-01, -1.175088855747886E+00, -1.050112946003914E-01,
2461134.915659722, A.D. 2026-Apr-04 09:58:33.0000, -1.044767072880070E+05, -2.284687107576995E+05, -2.146891735313894E+04, -2.266536624651544E-01, -1.170147750633844E+00, -1.045434879287191E-01,
2461134.926076389, A.D. 2026-Apr-04 10:13:33.0000, -1.046796919848251E+05, -2.295195468760449E+05, -2.156279211924062E+04, -2.244276602940784E-01, -1.165050246209576E+00, -1.040677502514387E-01,
2461134.936493055, A.D. 2026-Apr-04 10:28:33.0000, -1.048806846043103E+05, -2.305658130248496E+05, -2.165624045845716E+04, -2.222267510942635E-01, -1.159992155531006E+00, -1.035958621756247E-01,
2461134.946909722, A.D. 2026-Apr-04 10:43:33.0000, -1.050797075351749E+05, -2.316075443891911E+05, -2.174926580743105E+04, -2.200505035402009E-01, -1.154972842640617E+00, -1.031277617292656E-01,
2461134.957326389, A.D. 2026-Apr-04 10:58:33.0000, -1.052767827830752E+05, -2.326447755883950E+05, -2.184187154769139E+04, -2.178984976608939E-01, -1.149991686196760E+00, -1.026633884022651E-01,
2461134.967743055, A.D. 2026-Apr-04 11:13:33.0000, -1.054719319806669E+05, -2.336775406889932E+05, -2.193406100694924E+04, -2.157703244782005E-01, -1.145048079038121E+00, -1.022026831016811E-01,
2461134.978159722, A.D. 2026-Apr-04 11:28:33.0000, -1.056651763973429E+05, -2.347058732172949E+05, -2.202583746035356E+04, -2.136655856626786E-01, -1.140141427761836E+00, -1.017455881094022E-01,
2461134.988576389, A.D. 2026-Apr-04 11:43:33.0000, -1.058565369486661E+05, -2.357298061715839E+05, -2.211720413171077E+04, -2.115838932014726E-01, -1.135271152315548E+00, -1.012920470421316E-01,
2461134.998993055, A.D. 2026-Apr-04 11:58:33.0000, -1.060460342055104E+05, -2.367493720339591E+05, -2.220816419466783E+04, -2.095248690795640E-01, -1.130436685609367E+00, -1.008420048114141E-01,
