

*******************************************************************************
Ephemeris / WWW_USER Tue Apr 14 10:13:30 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 01:58:33.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:54:22.0000 TDB
Step-size       : 15 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260413.p260710
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-APR-13. PREDICTS-> 2026-JUL-09
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461135.009409722, A.D. 2026-Apr-04 12:13:33.0000, -1.062328693102192E+05, -2.377650308753647E+05, -2.229862611327025E+04, -2.074578963363480E-01, -1.125661154666639E+00, -1.003832944512824E-01,
2461135.019826389, A.D. 2026-Apr-04 12:28:33.0000, -1.064186726858634E+05, -2.387759795905422E+05, -2.238877174733611E+04, -2.054420090068970E-01, -1.120897397762660E+00, -9.994100189078275E-02,
2461135.030243055, A.D. 2026-Apr-04 12:43:33.0000, -1.066026716280583E+05, -2.397826562328475E+05, -2.247852083575650E+04, -2.034484701651395E-01, -1.116167182545944E+00, -9.950201624310118E-02,
2461135.040659722, A.D. 2026-Apr-04 12:58:33.0000, -1.067848866814598E+05, -2.407850903783128E+05, -2.256787633947640E+04, -2.014775734882340E-01, -1.111469769215045E+00, -9.906641298654933E-02,
2461135.051076389, A.D. 2026-Apr-04 13:13:33.0000, -1.069653373747777E+05, -2.417833118351831E+05, -2.265684119510604E+04, -1.995274433012761E-01, -1.106805821146841E+00, -9.863373966647448E-02,
2461135.061493055, A.D. 2026-Apr-04 13:28:33.0000, -1.071440422453747E+05, -2.427773512691580E+05, -2.274541791418934E+04, -1.975980399627886E-01, -1.102176283073594E+00, -9.820397005886189E-02,
2461135.071909722, A.D. 2026-Apr-04 13:43:33.0000, -1.073210198578608E+05, -2.437672385709266E+05, -2.283360929953207E+04, -1.956889694701275E-01, -1.097578175411384E+00, -9.777753672685102E-02,
2461135.082326389, A.D. 2026-Apr-04 13:58:33.0000, -1.074962883926792E+05, -2.447530011259924E+05, -2.292141852112254E+04, -1.938001010179576E-01, -1.093010414274994E+00, -9.735467947633025E-02,
2461135.092743055, A.D. 2026-Apr-04 14:13:33.0000, -1.076698656793545E+05, -2.457346666838320E+05, -2.300884848039410E+04, -1.919302428959021E-01, -1.088473918893527E+00, -9.693469698978752E-02,
2461135.103159722, A.D. 2026-Apr-04 14:28:33.0000, -1.078417680297993E+05, -2.467122640956459E+05, -2.309590183280843E+04, -1.900780881308663E-01, -1.083970017316801E+00, -9.651780362965123E-02,
2461135.113576389, A.D. 2026-Apr-04 14:43:33.0000, -1.080120120788040E+05, -2.476858216538133E+05, -2.318258130065029E+04, -1.882451717676520E-01, -1.079496219849123E+00, -9.610372541347495E-02,
2461135.123993055, A.D. 2026-Apr-04 14:58:33.0000, -1.081806149434938E+05, -2.486553662316988E+05, -2.326888943143438E+04, -1.864308699033473E-01, -1.075052372237923E+00, -9.569271199359219E-02,
2461135.134409722, A.D. 2026-Apr-04 15:13:33.0000, -1.083475933202700E+05, -2.496209246087606E+05, -2.335482893003999E+04, -1.846352580825702E-01, -1.070637786223062E+00, -9.528442826857086E-02,
2461135.144826389, A.D. 2026-Apr-04 15:28:33.0000, -1.085129639237018E+05, -2.505825231095697E+05, -2.344040228373949E+04, -1.828579362986981E-01, -1.066252824035855E+00, -9.487916556756926E-02,
2461135.155243055, A.D. 2026-Apr-04 15:43:33.0000, -1.086767431421883E+05, -2.515401881772636E+05, -2.352561215284707E+04, -1.810988430866557E-01, -1.061896462508384E+00, -9.447655649854397E-02,
2461135.165659722, A.D. 2026-Apr-04 15:58:33.0000, -1.088389470896782E+05, -2.524939450999897E+05, -2.361046091600886E+04, -1.793571809713493E-01, -1.057568117115246E+00, -9.407680581303002E-02,
2461135.176076389, A.D. 2026-Apr-04 16:13:33.0000, -1.089995914107855E+05, -2.534438189424980E+05, -2.369495108972117E+04, -1.776331016608005E-01, -1.053267268964426E+00, -9.367958129499604E-02,
2461135.186493055, A.D. 2026-Apr-04 16:28:33.0000, -1.091586918600448E+05, -2.543898345295940E+05, -2.377908497710504E+04, -1.759262373078630E-01, -1.048994363864694E+00, -9.328516077218407E-02,
2461135.196909722, A.D. 2026-Apr-04 16:43:33.0000, -1.093162639137761E+05, -2.553320168353404E+05, -2.386286516167100E+04, -1.742368868429521E-01, -1.044747915331370E+00, -9.289347046777274E-02,
2461135.207326389, A.D. 2026-Apr-04 16:58:33.0000, -1.094723234551537E+05, -2.562703878400694E+05, -2.394629349229754E+04, -1.725648510991742E-01, -1.040525388493444E+00, -9.250323154057033E-02,
2461135.217743055, A.D. 2026-Apr-04 17:13:33.0000, -1.096268856974567E+05, -2.572049707012913E+05, -2.402937175301970E+04, -1.709096403109069E-01, -1.036330021951204E+00, -9.211556321459902E-02,
2461135.228159722, A.D. 2026-Apr-04 17:28:33.0000, -1.097799659278670E+05, -2.581357902203309E+05, -2.411210230605747E+04, -1.692714528708105E-01, -1.032162327830881E+00, -9.173054448670342E-02,
2461135.238576389, A.D. 2026-Apr-04 17:43:33.0000, -1.099315792858147E+05, -2.590628709115332E+05, -2.419448750997358E+04, -1.676498250982052E-01, -1.028021300474705E+00, -9.134810358095574E-02,
2461135.248993055, A.D. 2026-Apr-04 17:58:33.0000, -1.100817404066168E+05, -2.599862361902150E+05, -2.427652963757601E+04, -1.660441820319905E-01, -1.023905692712839E+00, -9.096813928947045E-02,
2461135.259409722, A.D. 2026-Apr-04 18:13:33.0000, -1.102304635153037E+05, -2.609059086056786E+05, -2.435823089129693E+04, -1.644542185794224E-01, -1.019814900883811E+00, -9.059060341238195E-02,
2461135.269826389, A.D. 2026-Apr-04 18:28:33.0000, -1.103777626818789E+05, -2.618219104470836E+05, -2.443959345418935E+04, -1.628798522847376E-01, -1.015748848738713E+00, -9.021549214486774E-02,
2461135.280243055, A.D. 2026-Apr-04 18:43:33.0000, -1.105236518873189E+05, -2.627342639014875E+05, -2.452061950192478E+04, -1.613209424853152E-01, -1.011707325747747E+00, -8.984278763851666E-02,
2461135.290659722, A.D. 2026-Apr-04 18:58:33.0000, -1.106681449835733E+05, -2.636429909440867E+05, -2.460131123338010E+04, -1.597773024401236E-01, -1.007689735338688E+00, -8.947314870645684E-02,
2461135.301076389, A.D. 2026-Apr-04 19:13:33.0000, -1.108112554947107E+05, -2.645481120701004E+05, -2.468167281566840E+04, -1.582487609064666E-01, -1.003695489527856E+00, -8.910730261173605E-02,
2461135.311493055, A.D. 2026-Apr-04 19:28:33.0000, -1.109529973183689E+05, -2.654496502840638E+05, -2.476170471063485E+04, -1.567355064705753E-01, -9.997265871119430E-01, -8.874172731161917E-02,
2461135.321909722, A.D. 2026-Apr-04 19:43:33.0000, -1.110933836243857E+05, -2.663476264537286E+05, -2.484140857190028E+04, -1.552363695997133E-01, -9.957795508385164E-01, -8.837831258231821E-02,
2461135.332326389, A.D. 2026-Apr-04 19:58:33.0000, -1.112324269340470E+05, -2.672420598767028E+05, -2.492078630784353E+04, -1.537510620892394E-01, -9.918538155659085E-01, -8.801700356785919E-02,
2461135.342743055, A.D. 2026-Apr-04 20:13:33.0000, -1.113701396789909E+05, -2.681329697375534E+05, -2.499983981251440E+04, -1.522796004027537E-01, -9.879495266316805E-01, -8.765780786545346E-02,
2461135.353159722, A.D. 2026-Apr-04 20:28:33.0000, -1.115065344535657E+05, -2.690203756973382E+05, -2.507857101682958E+04, -1.508222375469191E-01, -9.840673844033210E-01, -8.730078036480310E-02,
2461135.363576389, A.D. 2026-Apr-04 20:43:33.0000, -1.116416238541839E+05, -2.699042975265647E+05, -2.515698185216136E+04, -1.493787198899193E-01, -9.802069197433715E-01, -8.694586575118290E-02,
2461135.373993055, A.D. 2026-Apr-04 20:58:33.0000, -1.117754200828067E+05, -2.707847547952362E+05, -2.523507407925502E+04, -1.479483747352578E-01, -9.763684749517829E-01, -8.659269914082823E-02,
2461135.384409722, A.D. 2026-Apr-04 21:13:33.0000, -1.119079348149845E+05, -2.716617672354843E+05, -2.531284937784154E+04, -1.465311470587555E-01, -9.725512432106007E-01, -8.624188830387630E-02,
2461135.394826389, A.D. 2026-Apr-04 21:28:33.0000, -1.120391805421540E+05, -2.725353526834068E+05, -2.539031072670202E+04, -1.451283182584004E-01, -9.687529764575123E-01, -8.589531141299905E-02,
2461135.405243055, A.D. 2026-Apr-04 21:43:33.0000, -1.121691691357033E+05, -2.734055301459369E+05, -2.546746205356599E+04, -1.437373778553813E-01, -9.649781603120291E-01, -8.555243750082114E-02,
2461135.415659722, A.D. 2026-Apr-04 21:58:33.0000, -1.122979117227621E+05, -2.742723194518431E+05, -2.554430576381214E+04, -1.423594212412282E-01, -9.612236825618479E-01, -8.521173894803158E-02,
2461135.426076389, A.D. 2026-Apr-04 22:13:33.0000, -1.124254200774008E+05, -2.751357388212975E+05, -2.562084364933961E+04, -1.409946397948948E-01, -9.574894113369130E-01, -8.487282046098510E-02,
2461135.436493055, A.D. 2026-Apr-04 22:28:33.0000, -1.125517059317076E+05, -2.759958064022145E+05, -2.569707749387527E+04, -1.396427205898166E-01, -9.537752050899910E-01, -8.453609796104627E-02,
2461135.446909722, A.D. 2026-Apr-04 22:43:33.0000, -1.126767808840113E+05, -2.768525400897005E+05, -2.577300908654407E+04, -1.383037409749600E-01, -9.500807399388925E-01, -8.420114119262606E-02,
2461135.457326389, A.D. 2026-Apr-04 22:58:33.0000, -1.128006564898890E+05, -2.777059576829964E+05, -2.584864020454876E+04, -1.369774991715834E-01, -9.464061032998139E-01, -8.386838779817818E-02,
2461135.467743055, A.D. 2026-Apr-04 23:13:33.0000, -1.129233442659992E+05, -2.785560770697872E+05, -2.592397254723644E+04, -1.356641173291357E-01, -9.427516371094832E-01, -8.353678893675831E-02,
2461135.478159722, A.D. 2026-Apr-04 23:28:33.0000, -1.130448559744357E+05, -2.794029156402862E+05, -2.599900664248280E+04, -1.343639194005232E-01, -9.391150262298413E-01, -8.320608568144783E-02,
2461135.488576389, A.D. 2026-Apr-04 23:43:33.0000, -1.131652030917396E+05, -2.802464897231263E+05, -2.607374390909019E+04, -1.330759532057614E-01, -9.354972429057752E-01, -8.287701321905216E-02,
2461135.498993055, A.D. 2026-Apr-04 23:58:33.0000, -1.132843963347251E+05, -2.810868166662406E+05, -2.614818503728235E+04, -1.317998968672852E-01, -9.318991719811085E-01, -8.254792285823859E-02,
2461135.509409722, A.D. 2026-Apr-05 00:13:33.0000, -1.134024466173736E+05, -2.819239136923868E+05, -2.622233078120319E+04, -1.305359916651975E-01, -9.283196362979833E-01, -8.222068019956247E-02,
2461135.519826389, A.D. 2026-Apr-05 00:28:33.0000, -1.135193649328491E+05, -2.827577971696470E+05, -2.629618358884740E+04, -1.292845280699816E-01, -9.247578353946683E-01, -8.189719539539386E-02,
2461135.530243055, A.D. 2026-Apr-05 00:43:33.0000, -1.136351624067177E+05, -2.835884832391615E+05, -2.636974615314373E+04, -1.280451216645063E-01, -9.212142755299032E-01, -8.157560478101639E-02,
2461135.540659722, A.D. 2026-Apr-05 00:58:33.0000, -1.137498497729697E+05, -2.844159882807928E+05, -2.644302008419936E+04, -1.268176183001059E-01, -9.176888746261745E-01, -8.125578345261936E-02,
2461135.551076389, A.D. 2026-Apr-05 01:13:33.0000, -1.138634377379583E+05, -2.852403284943636E+05, -2.651600701283175E+04, -1.256020192001025E-01, -9.141810339166918E-01, -8.093793063589805E-02,
2461135.561493055, A.D. 2026-Apr-05 01:28:33.0000, -1.139759614043236E+05, -2.860615417382527E+05, -2.658870485258980E+04, -1.245181875602533E-01, -9.108005237638211E-01, -8.060285708992626E-02,
2461135.571909722, A.D. 2026-Apr-05 01:43:33.0000, -1.140875045987051E+05, -2.868797061577705E+05, -2.666110371275901E+04, -1.234268509968785E-01, -9.073868336166755E-01, -8.026980843735715E-02,
2461135.582326389, A.D. 2026-Apr-05 01:58:33.0000, -1.141980558560566E+05, -2.876947976441173E+05, -2.673320631005814E+04, -1.222441107501252E-01, -9.039310086881804E-01, -7.995844329552448E-02,
2461135.592743055, A.D. 2026-Apr-05 02:13:33.0000, -1.143075468209763E+05, -2.885067881255797E+05, -2.680502939221826E+04, -1.210718499110992E-01, -9.004938878578597E-01, -7.964888772070128E-02,
2461135.603159722, A.D. 2026-Apr-05 02:28:33.0000, -1.144159889662302E+05, -2.893156914693041E+05, -2.687657475347500E+04, -1.199125736105298E-01, -8.970719272869436E-01, -7.934112515348435E-02,
2461135.613576389, A.D. 2026-Apr-05 02:43:33.0000, -1.145233927876629E+05, -2.901215225581192E+05, -2.694784397294206E+04, -1.187644216879679E-01, -8.936665607475177E-01, -7.903523556146680E-02,
2461135.623993055, A.D. 2026-Apr-05 02:58:33.0000, -1.146368057356518E+05, -2.909196657641575E+05, -2.702394581128833E+04, -1.188864345484305E-01, -8.895888096971771E-01, -7.969828892381758E-02,
2461135.634409722, A.D. 2026-Apr-05 03:13:33.0000, -1.147432963295803E+05, -2.917187756371167E+05, -2.709553644492479E+04, -1.177611568779344E-01, -8.862135697307678E-01, -7.939227697152795E-02,
2461135.644826389, A.D. 2026-Apr-05 03:28:33.0000, -1.148487790958809E+05, -2.925148549540410E+05, -2.716685239159061E+04, -1.166468054566773E-01, -8.828542110823698E-01, -7.908787087385777E-02,
2461135.655243055, A.D. 2026-Apr-05 03:43:33.0000, -1.149532638357916E+05, -2.933079179285049E+05, -2.723789508969127E+04, -1.155433087391202E-01, -8.795105571997915E-01, -7.878505542104075E-02,
2461135.665659722, A.D. 2026-Apr-05 03:58:33.0000, -1.150567602873244E+05, -2.940979786162926E+05, -2.730866596407088E+04, -1.144505977878252E-01, -8.761824342213675E-01, -7.848381570608270E-02,
2461135.676076389, A.D. 2026-Apr-05 04:13:33.0000, -1.151592781275844E+05, -2.948850509179557E+05, -2.737916642629485E+04, -1.133686061694516E-01, -8.728696708210366E-01, -7.818413710862976E-02,
2461135.686493055, A.D. 2026-Apr-05 04:28:33.0000, -1.152601574209211E+05, -2.956695282156724E+05, -2.744905638552859E+04, -1.205641785103323E-01, -8.648847688202628E-01, -8.210230082101577E-02,
2461135.696909722, A.D. 2026-Apr-05 04:43:33.0000, -1.153453228748752E+05, -2.964593786550438E+05, -2.751110662799321E+04, -1.098251432961261E-01, -8.670243574513035E-01, -7.677201122013150E-02,
2461135.707326389, A.D. 2026-Apr-05 04:58:33.0000, -1.154436921926794E+05, -2.972382289802294E+05, -2.758006858760022E+04, -1.087750933273055E-01, -8.637566052874563E-01, -7.647704138699579E-02,
2461135.717743055, A.D. 2026-Apr-05 05:13:33.0000, -1.155411211891902E+05, -2.980141449526447E+05, -2.764876575673258E+04, -1.077355311947248E-01, -8.605035468134050E-01, -7.618358570567652E-02,
2461135.728159722, A.D. 2026-Apr-05 05:28:33.0000, -1.156376192789225E+05, -2.987871397248565E+05, -2.771719949212771E+04, -1.067064027872532E-01, -8.572650229590565E-01, -7.589163089034873E-02,
2461135.738576389, A.D. 2026-Apr-05 05:43:33.0000, -1.157331958288155E+05, -2.995572263072958E+05, -2.778537113868857E+04, -1.056876564902424E-01, -8.540408769287828E-01, -7.560116392760141E-02,
2461135.748993055, A.D. 2026-Apr-05 05:58:33.0000, -1.158278601604762E+05, -3.003244175702826E+05, -2.785328202972788E+04, -1.046792431804287E-01, -8.508309541518684E-01, -7.531217207451496E-02,
2461135.759409722, A.D. 2026-Apr-05 06:13:33.0000, -1.159216215524208E+05, -3.010887262460063E+05, -2.792093348720946E+04, -1.036811162224632E-01, -8.476351022350733E-01, -7.502464285314536E-02,
2461135.769826389, A.D. 2026-Apr-05 06:28:33.0000, -1.160144892423131E+05, -3.018501649304631E+05, -2.798832682198692E+04, -1.026932314688075E-01, -8.444531709113974E-01, -7.473856405172374E-02,
2461135.780243055, A.D. 2026-Apr-05 06:43:33.0000, -1.161064724292028E+05, -3.026087460853501E+05, -2.805546333404018E+04, -1.017155472584400E-01, -8.412850119986003E-01, -7.445392371744702E-02,
2461135.790659722, A.D. 2026-Apr-05 06:58:33.0000, -1.161975802757649E+05, -3.033644820399205E+05, -2.812234431270786E+04, -1.007480244200486E-01, -8.381304793507317E-01, -7.417071015666310E-02,
2461135.801076389, A.D. 2026-Apr-05 07:13:33.0000, -1.162878219105425E+05, -3.041173849927940E+05, -2.818897103692022E+04, -9.979062627681073E-02, -8.349894288104706E-01, -7.388891193131447E-02,
2461135.811493055, A.D. 2026-Apr-05 07:28:33.0000, -1.163772064301933E+05, -3.048674670137302E+05, -2.825534477542738E+04, -9.884331865088065E-02, -8.318617181705036E-01, -7.360851785729988E-02,
2461135.821909722, A.D. 2026-Apr-05 07:43:33.0000, -1.164657429017433E+05, -3.056147400453612E+05, -2.832146678702642E+04, -9.790606987320609E-02, -8.287472071261683E-01, -7.332951700137152E-02,
2461135.832326389, A.D. 2026-Apr-05 07:58:33.0000, -1.165534403648489E+05, -3.063592159048842E+05, -2.838733832078760E+04, -9.697885079277473E-02, -8.256457572321519E-01, -7.305189867950856E-02,
2461135.842743055, A.D. 2026-Apr-05 08:13:33.0000, -1.166403078340678E+05, -3.071009062857184E+05, -2.845296061627674E+04, -9.606163478872155E-02, -8.225572318625164E-01, -7.277565245575357E-02,
2461135.853159722, A.D. 2026-Apr-05 08:28:33.0000, -1.167263543011429E+05, -3.078398227591214E+05, -2.851833490377780E+04, -9.515439778445593E-02, -8.194814961673071E-01, -7.250076813920320E-02,
2461135.863576389, A.D. 2026-Apr-05 08:43:33.0000, -1.168115887372993E+05, -3.085759767757701E+05, -2.858346240451328E+04, -9.425711826426940E-02, -8.164184170318942E-01, -7.222723578332141E-02,
2461135.873993055, A.D. 2026-Apr-05 08:58:33.0000, -1.168960200955568E+05, -3.093093796673038E+05, -2.864834433086292E+04, -9.336977729133639E-02, -8.133678630361915E-01, -7.195504568468236E-02,
2461135.884409722, A.D. 2026-Apr-05 09:13:33.0000, -1.169796573130607E+05, -3.100400426478315E+05, -2.871298188658187E+04, -9.249235852890758E-02, -8.103297044152373E-01, -7.168418838069213E-02,
2461135.894826389, A.D. 2026-Apr-05 09:28:33.0000, -1.170625093134311E+05, -3.107679768154044E+05, -2.877737626701742E+04, -9.162484827619910E-02, -8.073038131432841E-01, -7.141465466012648E-02,
2461135.905243055, A.D. 2026-Apr-05 09:43:33.0000, -1.171445850091453E+05, -3.114931931535410E+05, -2.884152865933314E+04, -9.076723542435809E-02, -8.042900622715801E-01, -7.114643550753275E-02,
2461135.915659722, A.D. 2026-Apr-05 09:58:33.0000, -1.172258933038902E+05, -3.122157025322565E+05, -2.890544024269053E+04, -8.991951162463374E-02, -8.012883271355407E-01, -7.087952221125110E-02,
2461135.926076389, A.D. 2026-Apr-05 10:13:33.0000, -1.173064430950480E+05, -3.129355157099916E+05, -2.896911218851332E+04, -8.908167117713714E-02, -7.982984840703840E-01, -7.061390625482183E-02,
2461135.936493055, A.D. 2026-Apr-05 10:28:33.0000, -1.173862432761026E+05, -3.136526433345658E+05, -2.903254566066845E+04, -8.825371113411182E-02, -7.953204109949525E-01, -7.034957936932923E-02,
2461135.946909722, A.D. 2026-Apr-05 10:43:33.0000, -1.174653027391299E+05, -3.143670959445685E+05, -2.909574181568739E+04, -8.743563132033155E-02, -7.923539872513707E-01, -7.008653352267308E-02,
2461135.957326389, A.D. 2026-Apr-05 10:58:33.0000, -1.175436303773109E+05, -3.150788839706217E+05, -2.915870180297997E+04, -8.662743437342946E-02, -7.893990935638551E-01, -6.982476091996864E-02,
2461135.967743055, A.D. 2026-Apr-05 11:13:33.0000, -1.176212350874794E+05, -3.157880177366080E+05, -2.922142676504694E+04, -8.582912578094584E-02, -7.864556120025544E-01, -6.956425400379784E-02,
2461135.978159722, A.D. 2026-Apr-05 11:28:33.0000, -1.176981257727086E+05, -3.164945074608651E+05, -2.928391783769408E+04, -8.504071392698602E-02, -7.835234259469745E-01, -6.930500545293716E-02,
2461135.988576389, A.D. 2026-Apr-05 11:43:33.0000, -1.177743113449372E+05, -3.171983632573468E+05, -2.934617615024473E+04, -8.426221013708128E-02, -7.806024200470472E-01, -6.904700818451709E-02,
2461135.998993055, A.D. 2026-Apr-05 11:58:33.0000, -1.178498007276391E+05, -3.178995951367493E+05, -2.940820282575490E+04, -8.349362872814084E-02, -7.776924801851749E-01, -6.879025535303662E-02,
2461136.009409722, A.D. 2026-Apr-05 12:13:33.0000, -1.179246028585399E+05, -3.185982130076043E+05, -2.946999898122696E+04, -8.273498706222718E-02, -7.747934934413715E-01, -6.853474035207002E-02,
2461136.019826389, A.D. 2026-Apr-05 12:28:33.0000, -1.179987266923811E+05, -3.192942266773388E+05, -2.953156572782523E+04, -8.198630560124504E-02, -7.719053480516175E-01, -6.828045681479672E-02,
2461136.030243055, A.D. 2026-Apr-05 12:43:33.0000, -1.180721812037381E+05, -3.199876458532996E+05, -2.959290417109220E+04, -8.124760796747918E-02, -7.690279333728129E-01, -6.802739861467216E-02,
2461136.040659722, A.D. 2026-Apr-05 12:58:33.0000, -1.181449753898917E+05, -3.206784801437450E+05, -2.965401541116547E+04, -8.051892100706673E-02, -7.661611398455699E-01, -6.777555986818445E-02,
2461136.051076389, A.D. 2026-Apr-05 13:13:33.0000, -1.182171182737602E+05, -3.213667390588010E+05, -2.971490054299656E+04, -7.980027485665690E-02, -7.633048589519553E-01, -6.752493493432860E-02,
2461136.061493055, A.D. 2026-Apr-05 13:28:33.0000, -1.182886189068917E+05, -3.220524320113849E+05, -2.977556065657048E+04, -7.909170301408881E-02, -7.604589831808387E-01, -6.727551841857671E-02,
2461136.071909722, A.D. 2026-Apr-05 13:43:33.0000, -1.183594863725319E+05, -3.227355683181753E+05, -2.983599683713565E+04, -7.839324244384967E-02, -7.576234062780257E-01, -6.702730519787919E-02,
2461136.082326389, A.D. 2026-Apr-05 13:58:33.0000, -1.184297297887180E+05, -3.234161572001344E+05, -2.989621016539690E+04, -7.770493350678320E-02, -7.547980217583714E-01, -6.678029029608190E-02,
2461136.092743055, A.D. 2026-Apr-05 14:13:33.0000, -1.184993583115307E+05, -3.240942077838068E+05, -2.995620171778438E+04, -7.702682034267860E-02, -7.519827257588619E-01, -6.653446914435068E-02,
2461136.103159722, A.D. 2026-Apr-05 14:28:33.0000, -1.185683811383414E+05, -3.247697291017980E+05, -3.001597256665418E+04, -7.635895066007313E-02, -7.491774141100611E-01, -6.628983732461591E-02,
2461136.113576389, A.D. 2026-Apr-05 14:43:33.0000, -1.186368075111802E+05, -3.254427300935788E+05, -3.007552378052457E+04, -7.570137597827754E-02, -7.463819837328098E-01, -6.604639070070983E-02,
2461136.123993055, A.D. 2026-Apr-05 14:58:33.0000, -1.187766648322399E+05, -3.260802774680403E+05, -3.018248954815337E+04,  3.415676981869578E-01, -9.341658977509221E-01,  2.097509791068856E-01,
2461136.134409722, A.D. 2026-Apr-05 15:13:33.0000, -1.188413563384854E+05, -3.267494546931048E+05, -3.023991838615268E+04, -7.927196549450019E-02, -7.386201581898502E-01, -6.879195661503307E-02,
2461136.144826389, A.D. 2026-Apr-05 15:28:33.0000, -1.189093488669832E+05, -3.274143714911913E+05, -3.029969268194074E+04, -7.519524890398321E-02, -7.374323562811568E-01, -6.626953788027062E-02,
2461136.155243055, A.D. 2026-Apr-05 15:43:33.0000, -1.189767466399256E+05, -3.280768194550101E+05, -3.035922750613208E+04, -7.457934472357294E-02, -7.346758021710103E-01, -6.603026470211748E-02,
2461136.165659722, A.D. 2026-Apr-05 15:58:33.0000, -1.190435948753726E+05, -3.287367907501212E+05, -3.041854750586173E+04, -7.397406698240364E-02, -7.319286314864100E-01, -6.579214972295472E-02,
2461136.176076389, A.D. 2026-Apr-05 16:13:33.0000, -1.191099031715827E+05, -3.293942937769871E+05, -3.047765372229529E+04, -7.337949302459555E-02, -7.291907451574828E-01, -6.555519029200779E-02,
2461136.186493055, A.D. 2026-Apr-05 16:28:33.0000, -1.191756811984952E+05, -3.300493368471361E+05, -3.053654719433606E+04, -7.279570482019454E-02, -7.264620446143047E-01, -6.531938403267185E-02,
2461136.196909722, A.D. 2026-Apr-05 16:43:33.0000, -1.192409387019575E+05, -3.307019281835870E+05, -3.059522895887560E+04, -7.222278910841487E-02, -7.237424317315896E-01, -6.508472885279604E-02,
2461136.207326389, A.D. 2026-Apr-05 16:58:33.0000, -1.193056855080856E+05, -3.313520759212295E+05, -3.065370005104980E+04, -7.166083755036652E-02, -7.210318087822953E-01, -6.485122294450585E-02,
2461136.217743055, A.D. 2026-Apr-05 17:13:33.0000, -1.193699315277638E+05, -3.319997881071567E+05, -3.071196150449960E+04, -7.110994688672705E-02, -7.183300783822196E-01, -6.461886479226653E-02,
2461136.228159722, A.D. 2026-Apr-05 17:28:33.0000, -1.194336867612990E+05, -3.326450727010158E+05, -3.077001435164118E+04, -7.057021915601279E-02, -7.156371439296028E-01, -6.438765322480988E-02,
2461136.238576389, A.D. 2026-Apr-05 17:43:33.0000, -1.194969613031992E+05, -3.332879375750009E+05, -3.082785962391687E+04, -7.004176162766093E-02, -7.129529070783134E-01, -6.415758719536596E-02,
2461136.248993055, A.D. 2026-Apr-05 17:58:33.0000, -1.195597653471708E+05, -3.339283905143450E+05, -3.088549835209957E+04, -6.952468747510659E-02, -7.102772726191227E-01, -6.392866623688537E-02,
2461136.259409722, A.D. 2026-Apr-05 18:13:33.0000, -1.196221091912429E+05, -3.345664392173098E+05, -3.094293156656333E+04, -6.901911548525066E-02, -7.076101434775572E-01, -6.370089002254001E-02,
2461136.269826389, A.D. 2026-Apr-05 18:28:33.0000, -1.196840032430862E+05, -3.352020912952398E+05, -3.100016029757319E+04, -6.852517050989115E-02, -7.049514231197671E-01, -6.347425859638156E-02,
2461136.280243055, A.D. 2026-Apr-05 18:43:33.0000, -1.197454580255261E+05, -3.358353542725953E+05, -3.105718557558297E+04, -6.804298363440141E-02, -7.023010149921246E-01, -6.324877233634044E-02,
2461136.290659722, A.D. 2026-Apr-05 18:58:33.0000, -1.198064841822557E+05, -3.364662355869023E+05, -3.111400843154134E+04, -6.757269240787413E-02, -6.996588224492468E-01, -6.302443196423199E-02,
2461136.301076389, A.D. 2026-Apr-05 19:13:33.0000, -1.198670924837618E+05, -3.370947425886400E+05, -3.117062989720359E+04, -6.711444108577574E-02, -6.970247486850153E-01, -6.280123855363318E-02,
2461136.311493055, A.D. 2026-Apr-05 19:28:33.0000, -1.199272938334748E+05, -3.377208825410575E+05, -3.122705100545363E+04, -6.666838088697662E-02, -6.943986966498836E-01, -6.257919354097305E-02,
2461136.321909722, A.D. 2026-Apr-05 19:43:33.0000, -1.199870992741548E+05, -3.383446626199217E+05, -3.128327279063502E+04, -6.623467026083586E-02, -6.917805689744274E-01, -6.235829873364460E-02,
2461136.332326389, A.D. 2026-Apr-05 19:58:33.0000, -1.200465199945282E+05, -3.389660899131910E+05, -3.133929628888986E+04, -6.581347517514190E-02, -6.891702678815057E-01, -6.213855632443899E-02,
